,Date Flown,Aircraft,Type Of Traveller,Seat Type,Seat Comfort,Cabin Staff Service,Food & Beverages,Inflight Entertainment,Ground Service,Value For Money,Wifi & Connectivity,Recommended
746,December 2018,Airbus A320,Couple Leisure,Economy Class,4,1,NaN,NaN,2,4,NaN,no
747,January 2019,A380,Couple Leisure,Economy Class,5,5,5,5,5,5,NaN,yes
748,December 2018,Boeing 787-9 / 777 ,Solo Leisure,Premium Economy,4,4,4,4,4,3,NaN,yes
749,December 2018,NaN,Solo Leisure,Economy Class,NaN,NaN,NaN,NaN,1,3,NaN,no
750,December 2018,Boeing 777,Solo Leisure,Economy Class,5,5,5,3,5,4,NaN,yes
751,December 2018,NaN,Solo Leisure,Premium Economy,2,4,3,2,2,1,NaN,no
752,December 2018,Boeing 777,Family Leisure,Economy Class,1,3,2,1,2,2,1,no
753,December 2018,A319,Solo Leisure,Economy Class,3,5,NaN,NaN,5,4,NaN,yes
754,December 2018,A320,Solo Leisure,Economy Class,1,3,4,NaN,5,3,NaN,no
755,December 2018,NaN,Couple Leisure,Premium Economy,NaN,NaN,NaN,NaN,NaN,1,NaN,no
756,November 2018,A380,Couple Leisure,Business Class,1,1,1,3,2,1,NaN,no
757,December 2018,Boeing 787,Solo Leisure,Economy Class,1,4,3,1,5,1,NaN,no
758,December 2018,Boeing 747,Solo Leisure,Economy Class,2,2,1,4,1,2,NaN,no
759,November 2018,NaN,Business,Economy Class,NaN,NaN,NaN,NaN,NaN,1,NaN,no
760,December 2018,Boeing 777-200,Couple Leisure,First Class,2,5,2,2,3,3,NaN,no
761,December 2018,Boeing 787-9,Solo Leisure,First Class,5,5,5,5,5,5,NaN,yes
762,December 2018,NaN,Solo Leisure,Economy Class,3,2,3,2,3,3,NaN,no
763,December 2018,Boeing 777,Couple Leisure,Business Class,1,1,2,NaN,2,1,NaN,no
764,December 2018,A319 / Boeing 777,Couple Leisure,Economy Class,4,5,5,5,4,4,2,yes
765,December 2018,Boeing 777,Business,Business Class,1,1,1,1,2,1,NaN,no
766,December 2018,A380,Couple Leisure,First Class,4,3,3,2,3,3,NaN,no
767,December 2018,Boeing 777,Business,Business Class,2,1,1,NaN,3,2,NaN,no
768,December 2018,Boeing 777,Couple Leisure,First Class,2,2,2,1,1,1,NaN,no
769,November 2018,Boeing 747-400,Couple Leisure,Business Class,2,1,1,3,3,1,NaN,no
770,December 2018,A320,Couple Leisure,Economy Class,1,1,NaN,NaN,1,1,NaN,no
771,December 2018,NaN,Business,Economy Class,4,5,4,4,5,5,3,yes
772,December 2018,Boeing 747-400,Family Leisure,Economy Class,1,1,1,1,3,1,NaN,no
773,November 2018,NaN,Solo Leisure,Premium Economy,5,5,5,3,5,5,NaN,yes
774,July 2018,NaN,Couple Leisure,Economy Class,3,2,NaN,NaN,1,1,NaN,no
775,October 2018,NaN,Family Leisure,Economy Class,NaN,NaN,NaN,NaN,NaN,1,NaN,no
776,December 2018,NaN,Family Leisure,Economy Class,3,4,4,1,4,4,3,yes
777,November 2018,Boeing 777,Couple Leisure,Premium Economy,2,3,1,1,3,1,NaN,no
778,November 2018,Boeing 747,Business,Business Class,5,5,5,3,5,5,NaN,yes
779,November 2018,NaN,Solo Leisure,Economy Class,3,1,NaN,NaN,1,2,NaN,no
780,November 2018,Boeing 777,Solo Leisure,Economy Class,2,4,4,4,2,2,NaN,no
781,November 2018,NaN,Business,Economy Class,1,NaN,NaN,NaN,1,1,NaN,no
782,November 2018,A380,Couple Leisure,First Class,5,5,5,4,4,4,NaN,yes
783,November 2018,NaN,Business,Business Class,4,5,4,1,4,1,1,no
784,November 2018,Boeing 747-400,Family Leisure,Economy Class,5,5,4,2,5,4,NaN,yes
785,October 2018,NaN,Solo Leisure,Economy Class,3,1,1,NaN,3,3,NaN,no
786,November 2018,Boeing 747,Solo Leisure,Premium Economy,2,3,2,3,5,2,NaN,no
787,November 2018,NaN,Solo Leisure,Economy Class,2,1,NaN,NaN,1,1,NaN,no
788,November 2018,NaN,Business,Economy Class,3,5,4,4,4,5,1,yes
789,November 2018,A320,Solo Leisure,Business Class,3,5,2,NaN,1,3,NaN,yes
790,November 2018,NaN,Business,Economy Class,4,4,NaN,NaN,1,3,NaN,no
791,November 2018,Boeing 777-200,Couple Leisure,Economy Class,1,2,1,1,1,1,NaN,no
792,November 2018,Boeing 777,Business,Business Class,1,2,2,3,3,1,NaN,no
793,November 2018,A319,Solo Leisure,Economy Class,NaN,NaN,NaN,NaN,1,1,NaN,no
794,November 2018,NaN,Family Leisure,Economy Class,1,1,1,1,1,1,1,no
795,November 2018,A320,Family Leisure,Economy Class,5,1,NaN,NaN,5,5,NaN,no
796,October 2018,A321,Solo Leisure,Economy Class,4,3,2,2,3,3,1,yes
797,October 2018,Boeing 777-200,Solo Leisure,Business Class,3,3,2,1,3,2,1,no
798,October 2018,A340-300,Solo Leisure,Economy Class,2,1,1,1,3,3,1,no
799,October 2018,Boeing 777,Business,Business Class,1,2,3,1,2,1,1,no
800,October 2018,A319 / Boeing 747,Solo Leisure,Business Class,4,4,4,3,4,5,NaN,yes
801,October 2018,A320,Solo Leisure,Economy Class,5,5,3,NaN,5,3,NaN,yes
802,October 2018,Boeing 787-9,Business,Business Class,1,1,2,3,2,1,NaN,no
803,October 2018,Boeing 777-200,Business,Business Class,4,5,4,NaN,4,4,NaN,yes
804,October 2018,A321,Family Leisure,Economy Class,2,3,NaN,NaN,3,3,NaN,yes
805,October 2018,Boeing 747-400,Couple Leisure,Economy Class,2,1,2,NaN,1,1,NaN,no
806,October 2018,A321,Family Leisure,Economy Class,2,4,NaN,NaN,5,3,NaN,yes
807,October 2018,A319 / Boeing 747-400,Solo Leisure,First Class,5,5,4,4,5,5,NaN,yes
808,October 2018,Boieng 777-200,Business,Economy Class,3,2,2,3,1,2,NaN,no
809,October 2018,Boeing 777,Solo Leisure,Economy Class,1,3,3,2,2,1,NaN,no
810,October 2018,A320,Business,Economy Class,2,3,NaN,NaN,2,2,NaN,no
811,October 2018,A380,Business,Business Class,2,2,1,1,4,2,NaN,no
812,September 2018,Boeing 777-300ER,Solo Leisure,Business Class,4,5,3,2,3,3,NaN,yes
813,August 2018,Boeing 747-400,Couple Leisure,Business Class,1,1,1,1,3,3,1,no
814,September 2018,Boeing 747,Solo Leisure,Premium Economy,1,5,3,2,1,2,NaN,no
815,October 2018,NaN,Couple Leisure,Business Class,1,1,1,1,1,1,1,no
816,September 2018,NaN,Couple Leisure,First Class,4,1,1,NaN,1,1,NaN,no
817,March 2018,NaN,Solo Leisure,Economy Class,1,3,2,1,4,1,NaN,no
818,August 2018,Boeing 747-400,Family Leisure,Economy Class,5,5,5,4,4,5,NaN,yes
819,September 2018,A380,Solo Leisure,Economy Class,5,5,5,4,4,5,NaN,yes
820,September 2018,NaN,Solo Leisure,Economy Class,1,1,NaN,NaN,1,1,NaN,no
821,September 2018,A321,Family Leisure,Business Class,1,4,4,NaN,4,1,NaN,no
822,August 2018,NaN,Family Leisure,Economy Class,1,3,NaN,NaN,1,1,NaN,no
823,September 2018,"Boeing 787-9, A380",Business,Premium Economy,3,4,3,3,5,4,NaN,yes
824,June 2018,A319,Couple Leisure,Business Class,4,4,4,3,1,3,2,no
825,September 2018,A320,Couple Leisure,Business Class,1,2,2,NaN,1,2,NaN,no
826,September 2018,A380,Couple Leisure,Premium Economy,1,1,1,1,3,1,NaN,no
827,September 2018,NaN,Family Leisure,Economy Class,2,2,NaN,NaN,2,1,NaN,no
828,August 2018,Boeing 777,Solo Leisure,Premium Economy,5,5,5,4,3,5,NaN,yes
829,September 2018,A320 / Boeing 787-9,Couple Leisure,Economy Class,4,4,3,3,4,3,NaN,yes
830,September 2018,Boeing 747-400,Business,Business Class,3,4,2,3,1,3,5,no
831,September 2018,Boeing 777-200,Couple Leisure,First Class,4,5,5,3,4,4,2,yes
832,September 2018,A320,Couple Leisure,Economy Class,2,2,NaN,NaN,1,1,NaN,no
833,September 2018,Boeing 767,Solo Leisure,Business Class,3,5,5,NaN,5,5,NaN,yes
834,September 2018,A321,Couple Leisure,Business Class,2,3,2,NaN,2,3,NaN,no
835,July 2018,A320,Business,Economy Class,2,3,1,NaN,2,2,NaN,no
836,September 2018,NaN,Couple Leisure,Economy Class,3,1,NaN,NaN,1,3,NaN,no
837,August 2018,Boeing 747,Solo Leisure,Premium Economy,3,5,5,2,4,4,NaN,yes
838,August 2018,Airbus A32,Solo Leisure,Economy Class,5,5,NaN,NaN,4,4,NaN,yes
839,September 2018,A320,Solo Leisure,Economy Class,4,4,NaN,NaN,5,4,NaN,yes
840,September 2018,A319 / Boeing 787-9,Family Leisure,Business Class,4,5,5,4,5,5,NaN,yes
841,August 2018,NaN,Business,Business Class,1,1,2,NaN,2,2,NaN,no
842,August 2018,NaN,Solo Leisure,Economy Class,1,1,3,3,2,1,NaN,no
843,August 2018,Boeing 747-400 / A319,Solo Leisure,Economy Class,3,3,2,1,4,2,NaN,no
844,August 2018,NaN,Family Leisure,Economy Class,3,3,NaN,NaN,3,2,NaN,no
845,August 2018,A380,Solo Leisure,Economy Class,5,5,3,5,4,3,NaN,yes
846,August 2018,A318,Solo Leisure,Economy Class,5,4,NaN,NaN,5,4,NaN,yes
847,August 2018,A320,Couple Leisure,Business Class,1,3,2,1,2,3,1,no
848,July 2018,A380,Family Leisure,First Class,5,5,5,4,5,5,NaN,yes
849,August 2018,Boeing 787,Couple Leisure,Premium Economy,3,1,1,3,4,3,NaN,no
850,July 2018,Boeing 747-400,Family Leisure,Economy Class,1,1,1,1,1,1,NaN,no
851,August 2018,NaN,Business,Business Class,2,2,1,NaN,2,2,NaN,no
852,August 2018,A380,Family Leisure,Business Class,4,3,3,3,1,1,NaN,no
853,August 2018,Boeing 777,Solo Leisure,Premium Economy,3,5,2,2,4,3,NaN,yes
854,July 2018,A380,Couple Leisure,Business Class,4,5,4,1,4,4,NaN,no
855,August 2018,NaN,Solo Leisure,Economy Class,5,5,2,NaN,4,3,NaN,yes
856,January 2018,A321,Couple Leisure,Economy Class,3,5,5,NaN,4,3,NaN,yes
857,June 2018,A320,Couple Leisure,Economy Class,3,5,4,NaN,4,4,NaN,yes
858,August 2018,Boeing 777,Solo Leisure,First Class,4,5,3,NaN,5,4,NaN,no
859,April 2018,NaN,Couple Leisure,Economy Class,2,1,1,1,1,1,NaN,no
860,July 2018,A320,Couple Leisure,Business Class,3,5,3,NaN,1,3,NaN,no
861,July 2018,A320,Couple Leisure,Business Class,3,5,4,NaN,4,4,NaN,yes
862,July 2018,Boeing 747-400,Family Leisure,Business Class,2,5,2,2,2,2,NaN,no
863,July 2018,NaN,Business,Economy Class,1,1,NaN,1,1,1,NaN,no
864,July 2018,NaN,Family Leisure,Economy Class,3,2,NaN,NaN,1,1,NaN,no
865,July 2018,Boeing 787-9,Business,Premium Economy,4,5,4,4,4,5,NaN,yes
866,July 2018,Boeing 777,Couple Leisure,Business Class,4,4,4,2,4,4,NaN,no
867,July 2018,A320-200,Family Leisure,Economy Class,4,4,3,NaN,5,3,NaN,yes
868,July 2018,A320,Couple Leisure,Economy Class,5,5,5,NaN,3,5,NaN,yes
869,July 2018,A321,Solo Leisure,Business Class,3,4,3,NaN,1,1,NaN,no
870,July 2018,Boeing 777,Family Leisure,Economy Class,3,1,1,4,1,3,NaN,no
871,June 2018,A320 / Boeing 747-400,Solo Leisure,Economy Class,3,5,5,3,1,2,NaN,no
872,July 2018,A319,Couple Leisure,Economy Class,2,1,1,NaN,1,3,NaN,no
873,July 2018,NaN,Solo Leisure,Economy Class,1,1,NaN,NaN,1,1,NaN,no
874,July 2018,NaN,Couple Leisure,Business Class,1,3,1,NaN,4,1,NaN,no
875,June 2018,Boeing 777 / A380,Business,Premium Economy,4,5,4,5,5,4,3,yes
876,July 2018,A320,Solo Leisure,Business Class,3,2,4,NaN,3,4,NaN,yes
877,July 2018,A320,Solo Leisure,Business Class,3,4,3,NaN,5,4,NaN,yes
878,May 2018,Boeing 787-9 / A380-800,Solo Leisure,First Class,4,5,4,5,1,5,4,no
879,July 2018,NaN,Business,Business Class,1,1,1,NaN,1,1,NaN,no
880,July 2018,A321,Solo Leisure,Business Class,4,5,5,NaN,3,5,NaN,yes
881,May 2018,Boeing 777-200,Couple Leisure,Business Class,4,3,1,4,4,2,NaN,yes
882,July 2018,NaN,Business,Economy Class,2,4,4,5,4,3,4,yes
883,June 2018,A319,Solo Leisure,Economy Class,4,3,NaN,NaN,5,3,NaN,yes
884,July 2018,NaN,Family Leisure,Premium Economy,3,3,2,3,1,2,2,no
885,June 2018,NaN,Couple Leisure,Economy Class,3,3,1,1,1,2,NaN,no
886,July 2018,A320,Solo Leisure,Economy Class,4,4,2,NaN,5,3,NaN,yes
887,July 2018,NaN,Couple Leisure,Business Class,4,5,5,NaN,5,5,NaN,yes
888,July 2018,NaN,Solo Leisure,Economy Class,1,1,1,1,1,1,1,no
889,July 2018,NaN,Couple Leisure,Economy Class,1,NaN,NaN,NaN,1,1,NaN,no
890,June 2018,Boeing 777,Business,Business Class,1,5,4,2,2,3,NaN,no
891,August 2017,Boeing 777,Family Leisure,Economy Class,1,1,1,NaN,4,1,NaN,no
892,July 2018,A321,Couple Leisure,Economy Class,1,3,NaN,NaN,3,2,NaN,no
893,June 2018,Boeing 747,Business,First Class,3,2,2,2,3,1,2,no
894,June 2018,Boeing 747,Couple Leisure,Economy Class,1,1,1,NaN,1,1,NaN,no
895,June 2018,NaN,Family Leisure,Economy Class,1,4,1,4,1,1,NaN,no
896,July 2018,NaN,Couple Leisure,Economy Class,1,1,1,3,1,1,NaN,no
897,August 2017,NaN,Couple Leisure,Business Class,1,1,1,NaN,1,1,NaN,no
898,June 2018,NaN,Solo Leisure,Premium Economy,5,5,3,4,5,5,NaN,yes
899,June 2018,NaN,Solo Leisure,Business Class,2,3,3,4,3,1,NaN,no
900,June 2018,Boeing 747 / 777,Solo Leisure,Premium Economy,4,4,4,4,4,4,NaN,yes
901,June 2018,Boeing 787(9),Couple Leisure,Business Class,2,3,3,3,1,1,NaN,no
902,June 2018,A320,Couple Leisure,Business Class,5,5,5,NaN,4,4,NaN,yes
903,June 2018,A380,Business,First Class,2,4,2,2,2,4,NaN,no
904,June 2018,NaN,Business,Economy Class,NaN,NaN,NaN,NaN,NaN,1,NaN,no
905,June 2018,Boeing 747,Family Leisure,Economy Class,3,5,5,5,1,1,5,no
906,June 2018,Boeing 777,Business,Business Class,3,1,1,3,4,2,3,no
907,June 2018,Boeing 747 and Boeing 777,Couple Leisure,Business Class,4,5,5,4,5,3,NaN,yes
908,April 2018,Boeing 747,Solo Leisure,Economy Class,1,1,1,1,4,2,1,no
909,June 2018,Boeing 787,Couple Leisure,Premium Economy,1,1,1,2,2,2,1,no
910,June 2018,Boeing 767,Business,Economy Class,3,2,1,1,4,4,1,no
911,June 2018,Boeing 747,Couple Leisure,Economy Class,2,4,4,3,3,3,NaN,no
912,June 2018,Boeing 787,Solo Leisure,Economy Class,2,3,3,4,4,4,NaN,yes
913,February 2018,A380 and 747,Couple Leisure,Business Class,2,3,3,NaN,3,1,NaN,no
914,May 2018,NaN,Couple Leisure,Premium Economy,1,2,1,3,1,1,3,no
915,May 2018,NaN,Couple Leisure,Economy Class,2,1,1,NaN,3,1,NaN,no
916,June 2018,Boeing 747-400,Couple Leisure,Business Class,2,3,2,2,3,3,NaN,no
917,June 2018,NaN,Solo Leisure,Economy Class,3,NaN,NaN,NaN,3,2,NaN,no
918,June 2018,Boeing 777-200 ER,Solo Leisure,Premium Economy,3,5,4,3,5,4,NaN,yes
919,April 2018,Boeing 747-400,Couple Leisure,Economy Class,5,5,4,4,4,5,NaN,yes
920,March 2018,NaN,Business,First Class,4,1,2,3,5,1,NaN,no
921,May 2018,A320,Couple Leisure,Business Class,4,5,5,NaN,4,5,NaN,yes
922,June 2018,A320,Couple Leisure,Economy Class,3,1,1,NaN,3,2,NaN,no
923,June 2018,NaN,Business,Business Class,1,1,2,1,3,1,NaN,no
924,May 2018,Boeing 747 / A320,Solo Leisure,Business Class,5,5,4,NaN,5,5,NaN,yes
925,May 2018,A320,Solo Leisure,Economy Class,2,2,NaN,NaN,3,3,NaN,no
926,May 2018,A320,Solo Leisure,Economy Class,3,5,1,NaN,2,1,NaN,no
927,May 2018,Boeing 747-400,Couple Leisure,First Class,4,2,4,3,4,3,NaN,yes
928,May 2018,Boeing 747,Solo Leisure,First Class,3,4,3,NaN,2,1,NaN,no
929,May 2018,NaN,Solo Leisure,Economy Class,2,3,1,NaN,1,1,NaN,no
930,May 2018,NaN,Business,Economy Class,NaN,NaN,NaN,NaN,NaN,1,NaN,no
931,May 2018,NaN,Couple Leisure,Economy Class,2,1,NaN,NaN,1,1,1,no
932,May 2018,A380,Business,Business Class,1,1,1,1,1,1,1,no
933,May 2018,A320,Family Leisure,Economy Class,3,2,NaN,NaN,1,2,NaN,no
934,May 2018,Boeing 777-200,Business,First Class,5,5,5,NaN,5,5,NaN,yes
935,May 2018,A380,Solo Leisure,Economy Class,4,3,4,3,4,4,NaN,yes
936,May 2018,NaN,Couple Leisure,Economy Class,1,1,NaN,NaN,1,1,NaN,no
937,May 2018,NaN,Couple Leisure,Economy Class,1,3,NaN,NaN,1,1,NaN,no
938,May 2018,Boeing 747 400,Couple Leisure,Premium Economy,1,4,2,1,2,1,NaN,no
939,May 2018,A380,Business,Economy Class,4,2,1,1,3,4,NaN,no
940,May 2018,Boeing 777-200,Business,Economy Class,4,3,1,1,4,4,NaN,no
941,May 2018,NaN,Couple Leisure,Business Class,4,4,4,NaN,4,4,NaN,yes
942,May 2018,NaN,Solo Leisure,Economy Class,1,1,NaN,NaN,1,2,NaN,no
943,May 2018,A321,Business,Economy Class,3,5,1,NaN,3,3,NaN,no
944,May 2018,A320,Solo Leisure,Economy Class,4,4,2,NaN,4,4,NaN,yes
945,May 2018,Boeing 747-400,Business,Business Class,3,1,1,1,3,2,NaN,no
946,May 2018,Boeing 787 / A320,Couple Leisure,Economy Class,1,3,3,4,2,3,NaN,no
947,May 2018,Boeing 747,Solo Leisure,First Class,3,2,2,1,4,1,NaN,no
948,May 2018,Boeing 747,Solo Leisure,Economy Class,4,4,3,3,3,5,NaN,yes
949,March 2018,NaN,Solo Leisure,Economy Class,3,2,1,2,1,1,NaN,no
950,May 2018,Boeing 777-300ER / A320,Solo Leisure,Economy Class,2,2,1,1,4,3,NaN,no
951,May 2018,A320,Business,Business Class,3,4,2,NaN,3,3,NaN,yes
952,May 2018,A320,Solo Leisure,Economy Class,1,1,1,2,1,1,NaN,no
953,May 2018,NaN,Couple Leisure,Economy Class,1,1,NaN,NaN,1,1,NaN,no
954,May 2018,Boeing 747,Business,Business Class,4,3,4,1,4,4,1,yes
955,May 2018,NaN,Solo Leisure,Economy Class,1,1,NaN,NaN,1,1,NaN,no
956,April 2018,A319 / Boeing 777,Solo Leisure,Economy Class,5,5,5,4,2,5,NaN,yes
957,May 2018,A380,Solo Leisure,Economy Class,4,4,3,3,4,3,3,yes
958,April 2018,A320 / Boeing 787,Couple Leisure,Economy Class,4,4,2,4,4,3,4,no
959,April 2018,Boeing 777,Couple Leisure,Business Class,2,5,3,3,4,4,NaN,no
960,April 2018,A380,Solo Leisure,Business Class,4,5,4,5,5,5,NaN,yes
961,May 2018,A319 / Boeing 787-8,Solo Leisure,Premium Economy,3,2,2,4,1,2,NaN,no
962,April 2018,Boeing 787-8,Family Leisure,Business Class,4,3,3,4,4,3,3,yes
963,April 2018,Boeing 747,Solo Leisure,Premium Economy,1,1,1,2,4,2,NaN,no
964,April 2018,Boeing 767,Business,Business Class,4,5,4,NaN,4,3,NaN,yes
965,February 2018,NaN,Solo Leisure,Economy Class,3,3,NaN,NaN,1,1,NaN,no
966,March 2018,A380,Business,Business Class,2,5,4,3,2,2,NaN,no
967,April 2018,NaN,Couple Leisure,Economy Class,3,3,1,1,2,1,1,no
968,April 2018,NaN,Business,Economy Class,NaN,NaN,NaN,NaN,NaN,1,NaN,no
969,April 2018,Boeing 777-300,Family Leisure,Business Class,4,4,4,5,5,4,4,yes
970,April 2018,Boeing 777,Couple Leisure,Business Class,1,1,1,1,1,1,1,no
971,February 2018,A319,Business,Business Class,1,1,1,NaN,1,1,NaN,no
972,April 2018,A320,Business,Business Class,2,5,1,NaN,1,1,NaN,no
973,March 2018,A321,Business,Business Class,1,4,1,NaN,1,2,NaN,no
974,March 2018,Boeing 747-400,Solo Leisure,Economy Class,4,4,4,4,4,4,NaN,yes
975,December 2017,NaN,Couple Leisure,Economy Class,2,2,1,2,3,2,NaN,no
976,April 2018,Boeing 747-400,Solo Leisure,Economy Class,3,3,3,2,3,2,NaN,no
977,April 2018,A320,Business,Business Class,2,3,1,NaN,3,2,NaN,no
978,April 2018,NaN,Business,Economy Class,3,3,1,1,2,1,1,no
979,April 2018,A380,Family Leisure,Premium Economy,1,1,2,3,1,1,1,no
980,April 2018,NaN,Business,Economy Class,2,1,1,1,1,1,1,no
981,April 2018,NaN,Solo Leisure,Economy Class,3,2,2,NaN,2,1,NaN,no
982,April 2018,Boeing 777-300,Family Leisure,Premium Economy,2,1,2,3,2,2,NaN,no
983,February 2018,NaN,Couple Leisure,Premium Economy,2,2,2,2,1,1,1,no
984,March 2018,A320,Couple Leisure,Economy Class,1,1,NaN,NaN,3,2,NaN,no
985,April 2018,Boeing 777,Family Leisure,Economy Class,1,5,2,2,1,3,NaN,no
986,December 2017,NaN,Solo Leisure,Economy Class,3,4,NaN,NaN,1,1,NaN,no
987,April 2018,Boeing 787-9,Family Leisure,Premium Economy,4,5,5,5,5,5,NaN,yes
988,March 2018,Boeing 777,Couple Leisure,Business Class,2,2,2,3,3,1,NaN,no
989,March 2018,Boeing 777-200,Couple Leisure,Business Class,2,3,3,2,3,3,NaN,no
990,March 2018,Boeing 747,Family Leisure,Business Class,4,5,4,3,4,4,NaN,yes
991,March 2018,NaN,Couple Leisure,Economy Class,2,4,1,2,2,3,NaN,no
992,March 2018,NaN,Solo Leisure,Economy Class,4,5,5,5,5,5,NaN,yes
993,March 2018,A320,Business,Economy Class,3,4,4,NaN,5,4,NaN,yes
994,March 2018,Boeing 787-9,Solo Leisure,First Class,5,4,4,3,4,4,NaN,yes
995,March 2018,NaN,Family Leisure,Economy Class,2,2,2,1,2,1,NaN,no
996,March 2018,A320,Family Leisure,Business Class,2,4,3,NaN,2,1,NaN,no
997,March 2018,NaN,Solo Leisure,Economy Class,3,3,NaN,NaN,1,1,NaN,no
998,February 2018,NaN,Solo Leisure,Economy Class,3,5,NaN,NaN,4,4,NaN,yes
999,March 2018,NaN,Solo Leisure,Economy Class,3,3,2,2,3,1,NaN,no
1000,March 2018,Boeing 777-200,Couple Leisure,Business Class,3,4,4,3,4,4,NaN,yes
1001,March 2018,NaN,Business,Business Class,3,1,NaN,NaN,4,1,NaN,no
1002,March 2018,NaN,Family Leisure,Business Class,5,5,5,NaN,5,5,NaN,yes
1003,March 2018,NaN,Solo Leisure,Economy Class,5,5,5,5,5,5,NaN,yes
1004,March 2018,NaN,Solo Leisure,Economy Class,3,3,1,2,4,1,NaN,no
1005,March 2018,Boeing 777-200,Business,Business Class,1,2,1,NaN,4,1,NaN,no
1006,March 2018,NaN,Couple Leisure,Business Class,3,4,4,4,3,4,NaN,yes
1007,March 2018,NaN,Couple Leisure,Business Class,3,2,3,4,3,3,NaN,yes
1008,March 2018,Boeing 777,Couple Leisure,Economy Class,1,2,1,2,1,2,1,no
1009,February 2018,Boeing 777,Solo Leisure,Economy Class,2,1,1,3,1,3,1,no
1010,October 2017,Boeing 787-9,Business,First Class,4,1,1,1,2,1,1,no
1011,March 2018,NaN,Solo Leisure,Economy Class,3,4,1,NaN,4,2,NaN,no
1012,March 2018,NaN,Solo Leisure,Economy Class,5,5,NaN,NaN,4,3,NaN,no
1013,March 2018,Boeing 747-400,Business,Economy Class,2,3,3,1,3,2,1,no
1014,March 2018,A320,Business,Business Class,1,4,5,NaN,4,4,NaN,yes
1015,March 2018,NaN,Solo Leisure,Economy Class,3,3,NaN,NaN,3,2,NaN,no
1016,March 2018,NaN,Business,Economy Class,4,2,2,NaN,5,2,NaN,no
1017,March 2018,A380,Business,Premium Economy,1,1,1,1,1,1,NaN,no
1018,February 2018,Boeing 777,Business,Business Class,1,1,1,NaN,1,1,NaN,no
1019,February 2018,Boeing 787,Solo Leisure,Economy Class,3,4,3,2,4,4,NaN,yes
1020,February 2018,A380,Business,Business Class,3,1,1,3,3,1,1,no
1021,February 2018,A380,Solo Leisure,Premium Economy,5,5,3,5,5,5,NaN,yes
1022,July 2017,Boeing 747,Couple Leisure,First Class,1,5,1,1,1,1,1,no
1023,February 2018,NaN,Couple Leisure,Business Class,1,2,2,NaN,2,2,NaN,no
1024,February 2018,A319,Couple Leisure,Economy Class,1,3,NaN,NaN,3,5,NaN,no
1025,February 2018,Boeing 747-400,Business,Business Class,1,1,1,1,3,1,1,no
1026,February 2018,Boeing 757,Solo Leisure,Economy Class,3,4,NaN,2,4,5,NaN,yes
1027,February 2018,Boeing 747,Couple Leisure,Premium Economy,2,3,2,2,3,2,NaN,no
1028,December 2017,Boeing 777,Solo Leisure,Economy Class,4,5,4,4,3,5,NaN,yes
1029,February 2018,A319/320,Couple Leisure,Business Class,2,3,2,1,3,2,1,no
1030,February 2018,NaN,Business,Economy Class,3,1,NaN,NaN,1,1,NaN,no
1031,February 2018,NaN,Solo Leisure,Economy Class,1,1,1,1,2,2,NaN,no
1032,January 2018,NaN,Business,Business Class,1,4,2,1,2,1,1,no
1033,February 2018,Boeing 777,Couple Leisure,Economy Class,4,3,4,3,4,3,NaN,no
1034,February 2018,NaN,Couple Leisure,Economy Class,2,1,1,3,1,2,1,no
1035,February 2018,A321,Solo Leisure,Business Class,5,5,5,NaN,4,5,NaN,yes
1036,February 2018,A320,Solo Leisure,Business Class,3,5,5,NaN,4,4,NaN,yes
1037,February 2018,Boeing 777,Solo Leisure,Economy Class,3,5,1,3,4,3,NaN,no
1038,January 2018,A380,Solo Leisure,Economy Class,5,5,3,5,5,4,NaN,yes
1039,February 2018,NaN,Business,Business Class,3,4,3,NaN,3,4,NaN,yes
1040,December 2017,NaN,Solo Leisure,Premium Economy,1,1,NaN,NaN,1,1,NaN,no
1041,January 2018,A319,Business,Economy Class,1,1,NaN,NaN,1,1,NaN,no
1042,January 2018,NaN,Couple Leisure,Business Class,2,2,2,2,2,1,NaN,no
1043,February 2018,Boeing 777,Solo Leisure,Premium Economy,2,1,1,1,2,1,NaN,no
1044,January 2018,Boeing 777-300ER,Couple Leisure,Economy Class,3,4,4,5,4,5,NaN,yes
1045,February 2018,NaN,Couple Leisure,Economy Class,4,4,1,4,1,2,4,no
1046,December 2017,NaN,Couple Leisure,Economy Class,NaN,NaN,NaN,NaN,NaN,1,NaN,no
1047,January 2018,NaN,Solo Leisure,Economy Class,3,3,3,NaN,3,4,NaN,yes
1048,October 2017,A320,Solo Leisure,Economy Class,3,4,NaN,NaN,2,2,NaN,no
1049,January 2018,A320,Solo Leisure,Business Class,5,4,4,NaN,4,4,NaN,yes
1050,December 2017,NaN,Couple Leisure,Economy Class,1,NaN,NaN,NaN,1,1,NaN,no
1051,January 2018,A380,Business,Business Class,1,2,2,2,1,1,NaN,no
1052,January 2018,Boeing 777,Solo Leisure,Business Class,3,3,3,2,2,3,NaN,no
1053,January 2018,A319,Business,Business Class,1,1,2,NaN,3,1,NaN,no
1054,January 2018,NaN,Solo Leisure,Economy Class,1,1,3,1,1,1,1,no
1055,January 2018,NaN,Solo Leisure,Economy Class,3,4,3,NaN,3,3,NaN,no
1056,January 2018,NaN,Couple Leisure,Business Class,2,4,4,NaN,2,3,NaN,no
1057,December 2017,A320,Solo Leisure,Economy Class,2,4,1,1,1,1,1,no
