,Date Flown,Aircraft,Type Of Traveller,Seat Type,Seat Comfort,Cabin Staff Service,Food & Beverages,Inflight Entertainment,Ground Service,Value For Money,Wifi & Connectivity,Recommended
1538,February 2017,Boeing 747-400,Couple Leisure,Economy Class,1,2,1,1,2,1,1,no
1539,February 2017,Boeing 747-400,Business,Business Class,5,5,5,4,5,5,NaN,yes
1540,February 2017,Boeing 777,Business,Premium Economy,2,2,2,1,2,3,NaN,no
1541,February 2017,Boeing 777,Couple Leisure,Business Class,4,3,1,1,1,1,1,no
1542,February 2017,NaN,Business,Economy Class,3,2,3,3,3,3,NaN,no
1543,December 2016,A380,Solo Leisure,Economy Class,4,4,1,5,5,5,NaN,yes
1544,February 2017,A320,Business,Economy Class,2,2,NaN,NaN,3,2,NaN,no
1545,January 2017,A320,Solo Leisure,Economy Class,5,5,2,3,5,2,NaN,yes
1546,February 2017,A320,Solo Leisure,Economy Class,3,5,1,1,3,2,NaN,no
1547,February 2017,Boeing 777-200,Business,First Class,1,1,1,1,3,1,1,no
1548,February 2017,NaN,Solo Leisure,Economy Class,1,3,2,1,2,2,NaN,no
1549,February 2017,Boeing 777,Couple Leisure,Economy Class,4,3,2,2,4,4,NaN,yes
1550,February 2017,Boeing 787-8 / 787-9,Solo Leisure,Premium Economy,3,4,2,1,4,3,NaN,no
1551,February 2017,A319,Business,Economy Class,1,2,1,NaN,1,1,NaN,no
1552,February 2017,Boeing 747-400,Couple Leisure,Economy Class,4,5,5,4,5,5,NaN,yes
1553,February 2017,A320,Business,Economy Class,4,1,1,NaN,5,2,NaN,no
1554,February 2017,Embraer 170,Solo Leisure,Economy Class,3,3,3,NaN,1,4,NaN,no
1555,February 2017,Boeing 747,Couple Leisure,Economy Class,2,3,2,3,4,3,NaN,no
1556,February 2017,Boeing 777,Couple Leisure,Business Class,4,3,4,4,2,3,NaN,no
1557,February 2017,Boeing 747-400,Solo Leisure,Economy Class,2,5,4,3,4,3,NaN,yes
1558,February 2017,A380,Solo Leisure,Economy Class,5,5,4,4,5,5,NaN,yes
1559,January 2017,Boeing 777,Business,Economy Class,1,3,1,1,3,1,1,no
1560,February 2017,Boeing 777,Business,Business Class,4,4,4,4,4,4,NaN,yes
1561,February 2017,A320,Business,Business Class,3,4,3,NaN,4,4,NaN,yes
1562,February 2017,Boeing 747,Business,Premium Economy,1,1,1,1,1,1,1,no
1563,February 2017,"Boeing 767, A319",Family Leisure,Economy Class,2,2,2,2,4,2,NaN,no
1564,February 2017,A319,Solo Leisure,Economy Class,5,5,2,NaN,5,4,NaN,yes
1565,February 2017,Boeing 777-200,Couple Leisure,Economy Class,2,5,1,3,1,3,NaN,no
1566,February 2017,Boeing 767-300 ,Business,Economy Class,2,2,1,1,2,2,NaN,no
1567,February 2017,Boeing 777,Business,Business Class,1,1,1,4,3,2,NaN,no
1568,January 2017,NaN,Solo Leisure,Economy Class,1,1,1,3,1,1,NaN,no
1569,February 2017,A319,Solo Leisure,Economy Class,3,2,1,NaN,4,3,NaN,no
1570,December 2016,NaN,Solo Leisure,Economy Class,2,3,3,3,1,1,3,no
1571,February 2017,NaN,Family Leisure,Economy Class,1,1,1,NaN,4,1,NaN,no
1572,February 2017,A380,Business,Economy Class,2,1,1,1,2,1,NaN,no
1573,January 2017,NaN,Couple Leisure,Economy Class,1,1,1,NaN,1,1,NaN,no
1574,October 2016,NaN,Solo Leisure,Economy Class,1,1,1,2,1,2,NaN,no
1575,December 2016,NaN,Family Leisure,Economy Class,3,2,1,3,3,1,3,no
1576,February 2017,Boeing 777,Couple Leisure,Economy Class,4,5,4,3,5,5,NaN,yes
1577,January 2017,A380,Solo Leisure,Business Class,4,4,3,3,4,5,NaN,yes
1578,January 2017,A320,Business,Business Class,NaN,NaN,NaN,NaN,1,1,NaN,no
1579,January 2017,NaN,Solo Leisure,Business Class,3,4,4,NaN,3,4,NaN,yes
1580,January 2017,A320,Solo Leisure,Business Class,4,4,4,NaN,5,5,NaN,yes
1581,January 2017,Boeing 777-200ER,Couple Leisure,Economy Class,2,3,1,1,3,2,1,no
1582,January 2017,A320,Business,Economy Class,2,3,2,NaN,5,5,NaN,yes
1583,January 2017,A380,Couple Leisure,Business Class,5,5,5,4,1,4,NaN,yes
1584,January 2017,NaN,Business,Economy Class,3,3,1,NaN,4,2,NaN,no
1585,February 2017,A320,Solo Leisure,Economy Class,3,4,NaN,NaN,4,3,NaN,no
1586,January 2017,A380,Solo Leisure,Economy Class,3,5,5,5,5,5,NaN,yes
1587,January 2017,Boeing 777,Solo Leisure,Business Class,1,2,2,2,1,2,NaN,no
1588,January 2017,Boeing 777,Couple Leisure,Economy Class,4,5,4,4,4,4,NaN,yes
1589,January 2017,NaN,Couple Leisure,Economy Class,3,2,3,2,1,1,1,no
1590,January 2017,NaN,Business,Economy Class,2,2,1,1,3,2,NaN,no
1591,January 2017,A320,Solo Leisure,Business Class,1,1,1,NaN,1,1,NaN,no
1592,January 2017,A320,Solo Leisure,Economy Class,1,1,1,NaN,2,1,NaN,no
1593,January 2017,A380 / Boeing 777,Solo Leisure,Premium Economy,5,5,5,NaN,5,5,NaN,yes
1594,January 2017,Boeing 747,Solo Leisure,Economy Class,3,5,5,3,5,4,NaN,yes
1595,January 2017,A320,Business,Economy Class,1,1,1,1,2,3,1,no
1596,January 2017,NaN,Couple Leisure,Economy Class,4,5,1,4,4,2,NaN,no
1597,September 2016,A380,Couple Leisure,Economy Class,4,2,1,3,2,2,NaN,no
1598,January 2017,A320,Business,Economy Class,2,1,1,NaN,2,1,NaN,no
1599,January 2017,A321,Business,Economy Class,2,3,1,1,3,1,1,no
1600,January 2017,Boeing 777,Solo Leisure,First Class,5,4,4,4,4,5,NaN,yes
1601,January 2017,A320,Business,Business Class,2,3,NaN,NaN,3,2,NaN,no
1602,December 2016,NaN,Solo Leisure,Economy Class,1,1,1,1,1,1,NaN,no
1603,January 2017,Boeing 747-400,Couple Leisure,First Class,3,5,4,2,3,3,NaN,no
1604,January 2017,NaN,NaN,First Class,2,3,2,3,2,2,NaN,no
1605,January 2017,Boeing 747 / A380,Solo Leisure,Business Class,4,3,3,3,4,3,NaN,yes
1606,January 2017,NaN,Couple Leisure,Economy Class,3,5,1,1,5,1,1,no
1607,August 2016,A320,Couple Leisure,Economy Class,5,5,3,1,5,3,NaN,yes
1608,October 2016,Boeing 787,Couple Leisure,Business Class,3,4,4,3,3,4,NaN,yes
1609,August 2016,Boeing 747-400,Business,Premium Economy,1,1,1,1,1,1,NaN,no
1610,January 2017,Boeing 777,Couple Leisure,Business Class,3,3,2,2,1,1,NaN,no
1611,January 2017,Boeing 747,Solo Leisure,Economy Class,2,1,1,1,2,1,1,no
1612,January 2017,Boeing 747,Business,Economy Class,2,2,1,2,1,2,NaN,no
1613,December 2016,NaN,Couple Leisure,Business Class,2,3,2,NaN,1,1,NaN,no
1614,January 2017,Boeing 777,Couple Leisure,Business Class,2,5,1,1,1,1,1,no
1615,December 2016,A320,Solo Leisure,Economy Class,1,4,1,NaN,4,2,NaN,no
1616,January 2017,NaN,Solo Leisure,Economy Class,5,5,5,5,5,5,5,yes
1617,January 2017,Boeing 747-400,Couple Leisure,Business Class,3,3,3,3,4,3,NaN,no
1618,November 2016,Boeing 787-9,Solo Leisure,First Class,3,1,1,3,3,1,NaN,no
1619,January 2017,A320,Solo Leisure,Economy Class,3,4,1,1,4,2,NaN,no
1620,November 2016,NaN,Business,Economy Class,2,2,1,3,2,2,NaN,no
1621,October 2016,NaN,Family Leisure,Premium Economy,1,1,NaN,NaN,1,1,NaN,no
1622,December 2016,Boeing 777,Couple Leisure,Business Class,1,1,1,1,1,1,NaN,no
1623,January 2017,NaN,Solo Leisure,Economy Class,3,3,2,2,2,3,1,no
1624,July 2016,NaN,Solo Leisure,Economy Class,4,4,3,NaN,2,2,NaN,no
1625,January 2017,NaN,Business,Economy Class,4,1,1,NaN,3,1,NaN,no
1626,January 2017,A320,Couple Leisure,Economy Class,2,3,1,NaN,4,3,NaN,no
1627,January 2017,Boeing 777,Solo Leisure,Business Class,4,2,4,4,4,4,NaN,yes
1628,December 2016,Boeing 777,Couple Leisure,Business Class,3,3,1,1,3,2,NaN,no
1629,December 2016,NaN,Family Leisure,Economy Class,3,1,1,4,4,2,NaN,no
1630,January 2017,Boeing 777,Solo Leisure,Business Class,3,2,2,4,1,1,NaN,no
1631,January 2017,NaN,Business,Economy Class,4,1,NaN,NaN,2,1,NaN,no
1632,January 2017,A321,Solo Leisure,Business Class,5,5,3,3,3,4,NaN,yes
1633,January 2017,A320 / Boeing 767,Family Leisure,Economy Class,4,5,4,NaN,5,4,NaN,yes
1634,January 2017,NaN,Couple Leisure,Economy Class,3,1,1,1,1,1,NaN,no
1635,January 2017,NaN,Couple Leisure,Economy Class,1,2,1,2,2,2,1,no
1636,December 2016,Boeing 787,Couple Leisure,Economy Class,1,3,2,1,4,2,1,no
1637,January 2017,A320,Couple Leisure,Economy Class,4,5,3,NaN,5,4,NaN,yes
1638,January 2017,NaN,Solo Leisure,Economy Class,2,3,2,1,1,1,NaN,no
1639,December 2016,NaN,Solo Leisure,Economy Class,1,1,1,1,1,1,NaN,no
1640,January 2017,Boeing 747,Family Leisure,Business Class,1,4,3,3,4,1,NaN,no
1641,December 2016,Boeing 777,Couple Leisure,Economy Class,1,1,1,1,1,1,1,no
1642,December 2016,NaN,Couple Leisure,Business Class,2,4,1,1,1,1,NaN,no
1643,January 2017,Boeing 777,Couple Leisure,Business Class,1,4,4,2,3,1,NaN,no
1644,December 2016,Boeing 787-9,Solo Leisure,Business Class,3,5,4,4,4,4,NaN,yes
1645,December 2016,Boeing 777,Couple Leisure,Economy Class,3,3,3,3,3,3,NaN,yes
1646,January 2017,NaN,Solo Leisure,Economy Class,1,2,1,1,1,1,NaN,no
1647,December 2016,Boeing 747-400,Solo Leisure,Economy Class,3,4,2,1,1,2,NaN,no
1648,January 2017,NaN,Solo Leisure,Economy Class,4,4,2,4,4,3,NaN,no
1649,December 2016,Boeing 747,Solo Leisure,Economy Class,3,4,2,3,4,2,NaN,no
1650,December 2016,NaN,Couple Leisure,Economy Class,1,1,NaN,NaN,1,1,NaN,no
1651,December 2016,Boeing 747-400,Couple Leisure,First Class,4,5,4,4,4,4,NaN,yes
1652,November 2016,Boeing 777-200ER,Family Leisure,Economy Class,3,4,4,3,5,3,1,yes
1653,December 2016,NaN,Family Leisure,Economy Class,1,1,1,2,1,1,NaN,no
1654,September 2016,A380,Solo Leisure,Premium Economy,5,4,4,5,5,5,NaN,yes
1655,December 2016,NaN,Couple Leisure,Economy Class,5,5,3,NaN,5,5,NaN,yes
1656,December 2016,Boeing 747-400,Couple Leisure,Business Class,4,5,2,3,4,4,NaN,yes
1657,December 2016,Boeing 787,Couple Leisure,Economy Class,2,3,2,3,1,1,NaN,no
1658,December 2016,NaN,Business,Economy Class,2,3,2,NaN,2,1,NaN,yes
1659,December 2016,Boeing 787,Couple Leisure,Premium Economy,4,4,2,5,4,3,NaN,no
1660,December 2016,NaN,Solo Leisure,Premium Economy,2,4,2,1,1,1,NaN,no
1661,December 2016,A320,Business,Economy Class,1,1,1,1,1,1,1,no
1662,December 2016,Boeing 777,Couple Leisure,Economy Class,3,3,1,2,1,2,1,no
1663,December 2016,NaN,Business,Economy Class,3,5,4,2,1,2,NaN,no
1664,December 2016,Boeing 747-400,Solo Leisure,Economy Class,4,5,4,5,3,5,NaN,yes
1665,December 2016,Boeing 777,Couple Leisure,Premium Economy,1,1,1,1,1,1,NaN,no
1666,December 2016,Boeing 777-200,Couple Leisure,First Class,1,3,2,1,4,1,NaN,no
1667,December 2016,A320 / Boeing 767,Business,Economy Class,4,3,1,NaN,4,3,NaN,yes
1668,December 2016,NaN,Couple Leisure,Business Class,4,5,5,4,4,4,NaN,yes
1669,December 2016,Boeing 777,Solo Leisure,Economy Class,1,2,2,1,2,2,NaN,no
1670,December 2016,A380,Solo Leisure,Economy Class,1,3,3,1,3,4,NaN,yes
1671,November 2016,NaN,Couple Leisure,Premium Economy,3,1,2,1,3,2,NaN,no
1672,December 2016,NaN,Couple Leisure,Economy Class,3,3,2,3,3,3,NaN,no
1673,December 2016,NaN,Business,Premium Economy,4,4,1,4,1,1,NaN,no
1674,October 2016,Boeing 777,Family Leisure,Premium Economy,1,1,2,2,1,1,1,no
1675,November 2016,Boeing 747,Business,Business Class,3,2,2,2,3,3,NaN,no
1676,December 2016,Boeing 787-900,Solo Leisure,Business Class,2,4,3,3,4,2,NaN,yes
1677,December 2016,A380,Business,Business Class,4,4,4,3,4,5,NaN,yes
1678,December 2016,NaN,Business,Premium Economy,1,1,1,1,1,1,1,no
1679,December 2016,A380 and Boeing 777,Solo Leisure,Premium Economy,5,5,5,NaN,5,5,NaN,yes
1680,December 2016,Boeing 787,Business,Business Class,2,3,1,2,2,1,1,no
1681,December 2016,NaN,Couple Leisure,Economy Class,3,2,1,2,3,1,NaN,no
1682,December 2016,Boeing 777,Solo Leisure,Premium Economy,3,2,2,3,4,3,NaN,yes
1683,November 2016,NaN,Solo Leisure,Economy Class,4,5,4,NaN,3,4,NaN,yes
1684,November 2016,NaN,Solo Leisure,Economy Class,4,5,4,NaN,4,4,NaN,yes
1685,December 2016,NaN,Business,Premium Economy,2,3,1,3,2,1,NaN,no
1686,November 2016,Boeing 777,Solo Leisure,Business Class,4,3,3,4,2,2,NaN,yes
1687,December 2016,Boeing 777-200,Couple Leisure,First Class,3,2,1,1,1,1,NaN,no
1688,December 2016,Boeing 777-300 / A380,Business,Economy Class,3,2,2,3,4,4,NaN,yes
1689,November 2016,Boeing 747-400,Couple Leisure,Economy Class,1,1,1,2,4,1,2,no
1690,October 2016,Boeing 787,Couple Leisure,Premium Economy,5,5,3,4,5,4,4,yes
1691,December 2016,A320,Business,Business Class,1,2,1,1,1,1,NaN,no
1692,November 2016,A380 800,Couple Leisure,Economy Class,1,2,1,4,3,2,3,no
1693,December 2016,Boeing 777,Family Leisure,Economy Class,2,2,2,1,4,2,1,no
1694,December 2016,A321,Couple Leisure,Business Class,4,4,4,NaN,4,3,NaN,yes
1695,December 2016,Boeing 777,Couple Leisure,Business Class,2,1,2,2,1,1,NaN,no
1696,November 2016,NaN,Couple Leisure,Economy Class,1,1,1,1,1,1,NaN,no
1697,December 2016,NaN,Couple Leisure,Economy Class,2,4,1,NaN,4,3,NaN,yes
1698,November 2016,A321,Business,Business Class,1,2,1,1,3,1,1,no
1699,November 2016,NaN,Couple Leisure,Business Class,2,1,2,2,4,1,NaN,no
1700,January 2016,NaN,Solo Leisure,Economy Class,3,3,3,3,1,1,NaN,no
1701,November 2016,A380,Family Leisure,Economy Class,1,2,NaN,NaN,3,2,NaN,no
1702,November 2016,A380,Business,First Class,5,5,5,4,3,4,NaN,yes
1703,November 2016,Boeing 777-200ER,Solo Leisure,Economy Class,4,4,4,3,4,4,NaN,yes
1704,October 2016,NaN,Couple Leisure,Economy Class,3,4,4,NaN,3,5,NaN,yes
1705,November 2016,Boeing 777,Business,First Class,5,5,4,4,5,5,NaN,yes
1706,November 2016,Boeing 787-800,Couple Leisure,Business Class,5,5,5,3,3,3,3,no
1707,November 2016,A380,Business,Premium Economy,5,5,5,4,5,5,5,yes
1708,November 2016,Boeing 777,Couple Leisure,Economy Class,3,5,5,4,3,4,NaN,yes
1709,November 2016,A320,Solo Leisure,Business Class,4,5,3,NaN,2,3,NaN,yes
1710,November 2016,NaN,Family Leisure,Economy Class,4,2,1,3,1,1,NaN,no
1711,November 2016,NaN,Business,Economy Class,1,1,1,1,1,1,NaN,no
1712,April 2016,Boeing 747-400,Solo Leisure,First Class,3,3,3,3,2,3,NaN,no
1713,October 2016,Boeing 777-200,Family Leisure,Economy Class,3,4,3,3,5,4,NaN,yes
1714,November 2016,Boeing 747-400,Business,Business Class,3,5,2,5,3,2,NaN,no
1715,November 2016,A380,Business,First Class,5,5,5,4,5,5,NaN,yes
1716,August 2016,NaN,Business,Premium Economy,1,1,1,1,1,1,1,no
1717,November 2016,NaN,Couple Leisure,Economy Class,1,5,2,NaN,1,1,NaN,no
1718,November 2016,A320,Business,Economy Class,4,5,4,NaN,5,3,NaN,yes
1719,November 2016,Boeing 737,Solo Leisure,Economy Class,3,4,3,2,4,4,2,yes
1720,November 2016,Boeing 747-400,Solo Leisure,First Class,5,5,5,2,4,4,NaN,yes
1721,August 2016,Various,Business,Economy Class,1,1,2,1,2,1,NaN,no
1722,August 2016,NaN,Family Leisure,Economy Class,1,2,2,4,2,2,NaN,no
1723,September 2016,NaN,Couple Leisure,Premium Economy,3,1,1,2,3,1,NaN,no
1724,November 2016,A321,Business,Economy Class,3,2,1,4,4,4,NaN,yes
1725,October 2016,Boeing 777,Business,Economy Class,2,1,1,2,4,1,NaN,no
1726,November 2016,A380,Couple Leisure,First Class,5,3,1,3,2,1,NaN,no
1727,November 2016,A380,Couple Leisure,Premium Economy,5,4,4,5,3,4,NaN,yes
1728,November 2016,Boeing 787-900,Couple Leisure,Premium Economy,5,5,4,5,5,5,NaN,yes
1729,November 2016,A320,Solo Leisure,Economy Class,1,2,1,NaN,1,1,NaN,no
1730,November 2016,Boeing 787-800 / 777-200,Couple Leisure,First Class,4,4,1,4,1,2,NaN,no
1731,October 2016,NaN,Business,Economy Class,3,4,3,4,2,3,NaN,yes
1732,November 2016,NaN,Business,Business Class,1,2,1,NaN,3,1,NaN,no
1733,November 2016,A380,Couple Leisure,First Class,5,5,4,4,5,4,NaN,yes
1734,November 2016,NaN,Family Leisure,Economy Class,2,2,2,1,1,4,NaN,no
1735,November 2016,Boeing 747-400,Couple Leisure,First Class,5,5,4,4,4,4,NaN,yes
1736,September 2016,NaN,Solo Leisure,Economy Class,3,5,2,NaN,5,3,NaN,yes
1737,November 2016,A320,Business,Economy Class,5,2,1,NaN,1,2,NaN,no
1738,October 2016,A380-800,Family Leisure,Economy Class,3,3,1,1,2,2,NaN,no
1739,November 2016,A320,Business,Economy Class,5,5,5,NaN,5,5,NaN,yes
1740,November 2016,Boeing 787,Family Leisure,First Class,3,4,2,3,2,2,NaN,no
1741,November 2016,Boeing 777,Couple Leisure,First Class,3,4,1,3,2,2,NaN,no
1742,November 2016,A320,Solo Leisure,Business Class,2,2,3,NaN,3,3,NaN,yes
1743,November 2016,Boeing 777-200,Solo Leisure,Premium Economy,2,2,1,1,2,2,1,no
1744,November 2016,Boeing 777,Couple Leisure,Premium Economy,1,1,1,3,1,1,NaN,no
1745,October 2016,NaN,Solo Leisure,Economy Class,5,5,4,NaN,5,3,NaN,yes
1746,November 2016,Boeing 747-400 / A380,Solo Leisure,Economy Class,1,1,3,2,1,3,NaN,no
1747,October 2016,A380,Couple Leisure,First Class,5,5,5,5,4,5,NaN,yes
1748,November 2016,Boeing 777,Couple Leisure,Premium Economy,2,1,1,1,3,1,NaN,no
1749,November 2016,A320,Solo Leisure,Economy Class,3,5,1,NaN,5,1,NaN,no
1750,October 2016,Boeing 787-9,Couple Leisure,First Class,3,4,3,3,4,3,NaN,yes
1751,August 2016,NaN,Solo Leisure,Economy Class,1,1,2,1,3,2,NaN,no
1752,November 2016,Boeing 767-300,Business,Economy Class,2,2,1,1,2,1,NaN,no
1753,November 2016,Boeing 777-200,Family Leisure,Business Class,1,1,1,1,1,1,1,no
1754,November 2016,Boeing 777,Solo Leisure,Economy Class,3,4,1,3,3,3,NaN,yes
1755,November 2016,A319,Business,Business Class,2,5,1,NaN,4,2,NaN,no
1756,October 2016,A380-800,Couple Leisure,Economy Class,4,5,4,4,4,4,NaN,yes
1757,November 2016,Boeing 777,Couple Leisure,Premium Economy,2,2,1,2,5,1,NaN,no
1758,October 2016,NaN,Couple Leisure,Economy Class,2,3,2,4,4,2,3,no
1759,October 2016,A319,Family Leisure,Economy Class,3,4,3,NaN,4,4,NaN,yes
1760,November 2016,NaN,Solo Leisure,Economy Class,3,4,2,1,3,1,NaN,no
1761,October 2016,Boeing 747-400,Couple Leisure,Economy Class,2,3,2,3,1,3,NaN,no
1762,October 2016,A320,Business,Business Class,2,4,1,NaN,2,1,NaN,no
1763,October 2016,Boeing 787,Solo Leisure,Economy Class,4,5,5,5,4,4,NaN,yes
1764,October 2016,A380 and Boeing 737-800,Solo Leisure,Economy Class,4,5,4,4,3,5,NaN,yes
1765,October 2016,A380,Couple Leisure,Business Class,3,3,2,1,3,2,NaN,no
1766,October 2016,Boeing 747-400,Solo Leisure,Business Class,5,5,5,5,5,5,NaN,yes
1767,October 2016,Boeing 747-400,Solo Leisure,Economy Class,3,2,1,2,2,2,NaN,no
1768,October 2016,NaN,Couple Leisure,Economy Class,3,4,1,NaN,2,3,NaN,yes
1769,October 2016,A380,Couple Leisure,Premium Economy,4,5,4,1,5,4,NaN,yes
1770,October 2016,"Boeing 747-400,  A320, A319",Solo Leisure,Economy Class,5,5,4,5,5,5,NaN,yes
1771,October 2016,NaN,Business,Economy Class,3,5,3,NaN,5,5,NaN,yes
1772,October 2016,NaN,Business,Premium Economy,3,1,2,2,2,3,NaN,no
1773,October 2016,A319,Business,Business Class,1,1,1,1,1,1,NaN,no
1774,October 2016,NaN,Couple Leisure,Economy Class,3,5,1,NaN,3,1,NaN,no
1775,October 2016,A320,Business,Business Class,3,5,3,NaN,1,3,NaN,yes
1776,October 2016,Boeing 777-200,Couple Leisure,Business Class,3,3,2,3,3,3,NaN,no
1777,October 2016,A319,Family Leisure,Business Class,1,4,2,NaN,1,1,NaN,no
1778,September 2016,NaN,Solo Leisure,Premium Economy,3,4,3,2,1,2,NaN,no
1779,September 2016,Boeing 747 400,Couple Leisure,Business Class,5,3,4,2,5,4,NaN,yes
1780,October 2016,Boeing 777-300,Business,Premium Economy,2,2,1,3,3,2,NaN,no
1781,October 2016,Boeing 747,Solo Leisure,First Class,4,4,3,4,4,4,3,yes
1782,October 2016,A380,Couple Leisure,Economy Class,2,1,1,1,1,1,NaN,no
1783,October 2016,Boeing 777-200,Couple Leisure,Economy Class,1,1,2,1,2,1,NaN,no
1784,October 2016,A380,Business,First Class,4,4,3,3,1,1,NaN,no
1785,October 2016,NaN,Solo Leisure,Economy Class,1,1,1,NaN,3,1,NaN,no
1786,June 2016,"Boeing 747, A380",Business,First Class,3,4,2,3,4,1,NaN,no
1787,September 2016,NaN,Solo Leisure,Economy Class,2,2,3,1,3,2,NaN,no
1788,October 2016,A320,Couple Leisure,Business Class,1,1,3,NaN,1,1,NaN,no
1789,October 2016,NaN,Solo Leisure,Premium Economy,2,1,1,2,2,1,NaN,no
1790,October 2016,NaN,Solo Leisure,Business Class,1,3,1,1,1,1,NaN,no
1791,October 2016,A319,Family Leisure,Economy Class,3,3,2,NaN,3,3,NaN,no
1792,August 2016,Boeing 787-9,Solo Leisure,First Class,4,1,1,1,2,2,NaN,no
1793,October 2016,A321-200,Solo Leisure,Economy Class,5,5,5,NaN,5,5,NaN,yes
1794,October 2016,Boeing 787,Couple Leisure,Economy Class,1,4,4,5,3,3,4,no
1795,September 2016,Boeing 777 / A320,Couple Leisure,Economy Class,3,1,1,3,1,2,NaN,no
1796,August 2016,A380,Family Leisure,Economy Class,1,2,1,1,2,2,2,no
1797,October 2016,NaN,Solo Leisure,Economy Class,1,1,1,NaN,1,1,NaN,no
1798,September 2016,A380,Couple Leisure,First Class,2,4,4,3,2,3,NaN,no
1799,October 2016,A320,Family Leisure,Economy Class,2,4,1,NaN,4,1,NaN,no
1800,October 2016,Boeing 777,Couple Leisure,Business Class,3,4,2,NaN,4,2,NaN,no
1801,October 2016,NaN,Solo Leisure,Economy Class,2,4,1,1,2,2,1,no
1802,October 2016,Boeing 787-8 / A320,Couple Leisure,Business Class,2,5,5,3,1,1,NaN,no
1803,October 2016,NaN,Couple Leisure,Economy Class,4,2,3,3,2,3,NaN,no
1804,September 2016,NaN,Family Leisure,Economy Class,3,3,2,NaN,1,1,NaN,no
1805,October 2016,Boeing 747-400,Solo Leisure,Economy Class,3,2,1,1,3,3,NaN,yes
1806,July 2016,Boeing 777,Business,First Class,4,4,2,2,1,1,1,no
1807,October 2016,Boeing 747-400,Couple Leisure,Economy Class,2,2,2,1,4,1,1,no
1808,October 2016,Boeing 747,Solo Leisure,Economy Class,4,5,4,4,2,4,NaN,yes
1809,October 2016,A320,Solo Leisure,Economy Class,5,5,4,NaN,4,5,NaN,yes
1810,May 2016,Boeing 777 / 747,Business,Premium Economy,3,4,1,1,4,3,NaN,no
1811,October 2016,Boeing 777,Couple Leisure,Premium Economy,3,2,3,3,2,3,NaN,no
1812,September 2016,Boeing 777,Couple Leisure,Economy Class,3,4,2,5,1,4,NaN,yes
1813,October 2016,NaN,Business,Economy Class,3,2,3,4,2,2,NaN,no
1814,September 2016,A380,Couple Leisure,Business Class,1,2,1,1,3,2,1,no
1815,September 2016,A319,Couple Leisure,Economy Class,3,4,3,NaN,3,3,NaN,yes
1816,September 2016,Boeing 777,Couple Leisure,Economy Class,3,1,1,2,3,2,NaN,no
1817,September 2016,NaN,Couple Leisure,Business Class,1,1,1,NaN,4,3,NaN,no
1818,July 2016,NaN,Couple Leisure,Economy Class,3,3,3,1,1,1,1,no
1819,September 2016,Boeing 767,Family Leisure,Economy Class,3,3,3,1,2,2,NaN,no
1820,September 2016,A380,Couple Leisure,First Class,4,5,4,NaN,4,4,NaN,yes
1821,September 2016,Boeing 777,Family Leisure,Economy Class,1,3,1,1,3,3,1,no
1822,September 2016,Boeing 777-200,Couple Leisure,Business Class,3,3,2,3,5,3,NaN,no
1823,September 2016,Boeing 777,Couple Leisure,First Class,3,4,4,4,5,4,NaN,yes
1824,September 2016,Boeing 767,Couple Leisure,Business Class,3,4,3,NaN,5,4,NaN,yes
1825,September 2016,Boeing 787,Solo Leisure,Premium Economy,4,3,3,4,1,4,NaN,yes
1826,September 2016,A319,Solo Leisure,Economy Class,4,4,2,NaN,3,4,NaN,yes
1827,September 2016,Boeing 747-400 / 777,Solo Leisure,Business Class,2,2,3,2,3,3,NaN,no
1828,September 2016,Boeing 777,Solo Leisure,Business Class,2,5,4,4,3,4,NaN,yes
1829,September 2016,A320,Couple Leisure,Economy Class,3,5,3,NaN,4,4,NaN,yes
1830,September 2016,A380,Couple Leisure,Economy Class,4,5,3,4,4,5,NaN,yes
1831,September 2016,Boeing 777-300,Business,Premium Economy,2,5,1,1,1,1,1,no
1832,September 2016,Boeing 777-300,Couple Leisure,Economy Class,1,2,1,4,1,1,NaN,no
1833,September 2016,Boeing 787,Business,Premium Economy,4,4,4,4,3,4,NaN,yes
1834,September 2016,Boeing 777-200,Family Leisure,Premium Economy,2,2,1,1,3,2,NaN,no
1835,September 2016,A380,Business,Economy Class,3,2,3,2,3,2,NaN,yes
1836,September 2016,Boeing 787,Family Leisure,Economy Class,2,1,2,3,1,3,NaN,no
1837,September 2016,A319,Family Leisure,Economy Class,2,5,1,NaN,2,3,NaN,no
1838,September 2016,NaN,Solo Leisure,Economy Class,2,1,1,NaN,1,1,NaN,no
1839,September 2016,NaN,Solo Leisure,Business Class,4,5,4,NaN,5,4,NaN,yes
1840,August 2016,Boeing 747,Family Leisure,Economy Class,3,4,1,4,1,2,NaN,no
1841,September 2016,NaN,Solo Leisure,Economy Class,2,1,1,NaN,1,1,NaN,no
1842,September 2016,Boeing 767,Solo Leisure,Business Class,1,1,1,3,3,1,NaN,no
1843,August 2016,NaN,Couple Leisure,Economy Class,3,4,3,1,2,2,1,no
1844,September 2016,Boeing 767,Business,Business Class,4,5,4,2,4,4,NaN,yes
1845,August 2016,NaN,Solo Leisure,Economy Class,2,3,2,1,3,2,NaN,no
1846,September 2016,Boeing 747-400,Couple Leisure,First Class,1,1,1,1,1,1,NaN,no
1847,September 2016,A320,Couple Leisure,Business Class,1,2,1,NaN,1,1,NaN,no
